SITECODE,Latitude,Longitude,ELEV,ELEV_Cate,Location,Continent,Country,Cite,Genus.spp,TaxGroup,Order,Family,Genus,Species,GF,DecEv,SLA,Amass,Aarea,Nmass,Narea,PPTmean,PPTmin,PPTmax,PPTcv,PPTseason,RH,TMPmean,TMPmin,TMPmax,TMPrange,TMPiso,TMP0gs,TMP5gs,TMP0nb,TMP5nb,SUNmean,SUNmin,SUNmax,SUNrange,PAR0,PAR5,RAD,PETf,PETq,Mif,Miq,ALU,SODIUM,CARB,TBA,SBA,SALT,Ntot,CN,AWHC,pH,CECS,CECC,BULK,CLAY,SILT,SAND,GRAVEL,Corg,DEPTH,Pavail,P.Distance
1,48.85,-123.68,1138,Very High,Vancouver Isl.,North America,Canada,"Mitchell, A.K. 1998. Acclimation of Pacific yew (Taxus brevifolia) foliage to sun and shade. Tree Physiol. 18: 749-757 [415]",Taxus brevifolia,Gymno,Taxales,Taxaceae,Taxus,brevifolia,T,E,90.43333333,32.57033333,3.6,1.423333333,1.643389973,2180,31.7,254.4,0.52322168,0.435411058,79.275,4.1,1.9,17.1,79,39,272.9541364,139.7955535,30.41666667,20.16666667,38.4666667,16.9,55.2,38.3,830.0991828,724.1034213,117.0833333,574,718.7519028,3.797909408,3.033035449,28.5,1,35.27718786,4.1,37,0.1,2.167000006,12.03799997,19.1,5.6,21,30,1.267,24,35,41,23,67,140,25.86666667,17.72411972
2,-12.43948,130.92382,39,Very Low,"NT, Australia",Australia,Australia,"Eamus, D., Prichard, H. 1998. A cost-benefit alysis of leaves of four Australian savan species. Tree Physiol. 18: 537-545. [416]",Eucalyptus miniata,Angio,Myrtales,Myrtaceae,Eucalyptus,careya,T,E,84.426,120.64,14.52,1.102,1.280253408,1653,0.7,427.8,1.09758834,0.697623041,61.6333333,27.3,24.9,29.4,98,62,842.1457725,690.0624388,30.41666667,30.41666667,70.2833333,44.2,87,42.8,1443.251727,1443.251727,180.4356,2005,1686.038379,0.824438903,0.980404692,26.3,1.3,50.10266999,2.69,47.55,0.1,0.938999993,11.44950083,11.4,5.4,8,15,1.459,35,20,46,2,7,107,5.954,77.62419196
4,53.85,-105.12,538,Medium,"Prince Albert, Saskatchewan",North America,Canada,"Sullivan, J.H., Bovard, B.D., Middleton, E.M. 1997. Variability in leaf-level CO2 and water fluxes in Pinus banksia and Picea maria in Sasketchewan. Tree Physiol. 17: 553-561 [420]",Pinus banksia,Gymno,Piles,Piceae,Pinus,banksia,T,E,48.29626533,17.2067289,3.455555556,0.947777778,2.042269392,473,17.3,78.8,0.55209659,0.334464615,69.7666667,-0.6,-21.1,16.7,120,24,171.6565927,97.09702975,16.16666667,13.5,44.9916667,30.1,57.7,27.7,635.9705511,559.7839838,116.6666667,675,588.1776085,0.700740741,0.794200116,17.5,1,35.05267538,9.19,28.6,0.1,5.241499927,20.27150024,24.65,5.8,18,82.4,1.333,16,35,48,11,43,180,250,10
5,44.7,-0.7666667,63,Very Low,France,Europe,France,"Porte, A., Loustau, D. 1998. Variability of the photosynthetic characteristics of mature needles within the crown of a 25-year-old Pinus pister. Tree Physiol. 18: 223-232 [421]",Pinus pister,Gymno,Piles,Piceae,Pinus,pister,T,E,65.4,62.91016667,9.6,1.186666667,1.83875833,999,47.9,103.7,0.2263071,0.145189361,78.0416667,12.6,6.1,20.2,99,41,392.5426614,240.4593281,30.41666667,30.41666667,44.9583333,30.4,58,27.6,914.71002,914.71002,133.25,842,815.6968255,1.186460808,1.224719643,23.5,1,14.76112401,2.6,11,0.1,2.465999994,20.30599547,14.65,6.1,12,101,1.331,8,25,67,7,24,120,27.68046667,23.92492365
7,44.8,-72.983333,205,Low,Fairfield_Vermont,North America,United States,"Liu, X., Ellsworth, D.S., Tyree, M.T. 1997. Leaf nutrition and photosynthetic performance of sugar maple (Acer saccharum) in stands with contrasting health conditions. Tree Physiol. 17: 169-178. [423]",Acer saccharum,Angio,Sapindales,Sapindaceae,Acer,saccharum,T,D,125.35,205.55,14.25,1.705,1.360968685,980,55.7,123.1,0.21640578,0.126482656,71.65,5.9,-9.3,20,110,27,247.1799489,153.8031729,20.5,16.75,44.4833333,27.2,59.2,32,769.3575415,684.9779381,120.5833333,821,736.6481136,1.193666261,1.330350233,22.85,1.3,19.543,6.94,37.9,0.1,2.614500031,15.81300247,20.55,5.4,14,65,1.41,13,36,52,11,49,51,19.09666667,13.16987704
8,60.85,129.6667,339,Low,Yakutsk,Asia,Russia,"Ryan, M.G., Hubbard, R.M., Pongracic, S., Raison, R.J. & McMurtrie, R.E. (1996) Foliage, fine-root, woody tissue and stand respiration in Pinus radiata in relation to nitrogen status. Tree Physiol. 16: 333-343 [424]",Larix gmelinii,Gymno,Piles,Piceae,Larix,gmelinii,T,D,72.5,73.225,10.1,1.56,2.15172414,313,8.6,52.2,0.64055701,0.404784201,78.5583333,-10.2,-39.8,17.9,115,16,141.366129,83.73279567,12.5,10.58333333,43.2416667,12.7,63,50.3,512.2366164,453.1286766,87.5,514,475.3092882,0.608949416,0.658518585,15.5,0.2,29.68526698,6.71,88,0.1,1.18499999,13.2700003,13.5,5.6,31,37,1.259,19,42,39,6,120,95,7.106666667,1
9,40.8144444,-77.930556,420,Medium,State College_Pennsylvania,North America,United States,"Abrams, M.D., Mostoller, S.A. 1995. Gas exchange, leaf structure and nitrogen in contrasting successiol tree species growing in open and understory sites during a drought. Tree Physiol. 15: 361-370 [425]",Acer rubrum,Angio,Corles,Corceae,Acer,america,T,D,126.6,69.36725,5.566666667,1.861666667,1.497808573,993,63,101.9,0.14888721,0.079913607,70.1583333,9,-4.3,21.7,111,30,300.4591635,193.8594483,23.41666667,19.33333333,50.2666667,32.5,62.6,30.1,909.2070533,817.7752966,127,958,884.5077436,1.036534447,1.122658275,12.15,1,21.73923962,8.23,73.4,0.1,0.961499998,10.17499966,13.8,6.2,16,35.6,1.496,24,39,37,8,16,125,21,79.43825483
10,41.42,-3.0083333,1126,Very High,Spain,Europe,Spain,"Castell, C., Terradas, J. 1995. Water relations, gas exchange and growth of domint and suppressed shoots of Arbutus unedo L. Tree Physiol. 15: 405-409 [426]",Arbutus unedo,Angio,Ericales,Ericaceae,Arbutus,unedo,T,E,76.9,72.5,10.5,1.5,1.95058518,528,18.2,69.6,0.31763239,0.148979477,68.1,10.1,3,20.2,110,37,322.7624447,180.8566704,30.41666667,22.66666667,51.725,36.8,75.6,38.8,1058.227928,937.0359192,153.25,1007,955.9563965,0.524329692,0.552326447,13,3.1,68.957,38.195,91.35,0.459999993,0.955500006,9.293499702,14.85,7.3,16,50.25,1.424,25,34,41,18,8,125,20.82253333,23.82720607
15,9.9,-83.68,2784,Very High,"Turrialba, Costa Rica",Central America,Costa Rica,"Nygren, P. 1995. Leaf CO2 exchange of Erythri poeppigia (Leguminosae: Phaseolae) in humid tropical field conditions. Tree Physiol. 15: 71-83. [429]",Erythri poeppigia,Angio,Fabales,Fabaceae,Erythri,poeppigia,T,E,139,276.61,19.9,5.08,3.65467626,2349,128.9,391.6,0.94960871,0.194941705,72.9083333,10.9,17.4,19.5,75,78,570.1692909,418.0859576,30.41666667,30.41666667,65.1083333,48.9,56.4,7.5,1345.975383,1345.975383,184.5,1247,1525.369681,1.88372093,1.539954563,7.5,1,1.096,8.12,28.2,23.13200004,2.594250036,11.23875034,20.775,5.4,16,23.2,1.097,13,45,42,8,28,180,248.2433333,21.54897743
16,48.48,16.36,177,Very Low,S. Moravia,Europe,Czech Republic,"Kazda, M., Salzer, J., Reiter, I. 2000. Photosynthetic capacity in relation to nitrogen in the canopy of a Quercus robur, Fraxinus angustifolia and Tilia cordata flood plain forest. Tree physiology 20: 1029-1037.",Quercus robur,Angio,Fagales,Fagaceae,Quercus,cordata,T,D,220.37,293.07791,13.162,2.982,1.59692248,613,30.5,73.2,0.31640705,0.186456959,73.8583333,9.3,-1.3,19.6,94,31,299.0897891,183.1306887,27,20.25,36.65,19.1,51,31.9,786.6021985,709.3253725,122.8333333,797,700.7235375,0.769134253,0.874810052,9,1.7,19.3575,19.78,100,0.29,1.92250002,10.59250096,14.55,7.3,19,65.1,1.308,30,39,31,8,11,120,27.04086667,7.619157777
17,52.25,17.07,70,Very Low,Kornik,Europe,Poland,"Oleksyn, J., Zytkowiak, R., Reich, P.B., Tjoelker, M.G., Karolewski, P. 2000. Ontogenetic patterns of leaf CO2 exchange, morphology and chemistry in Betula pendula trees. Trees 14: 271-281.",Betula pendula,Angio,Fagales,Betulaceae,Betula,pendula,T,D,154.170625,130.45,8.768125,3.120625,2.050250929,519,24.1,74.2,0.37202451,0.221300632,79.1166667,8.4,-2.6,18.6,85,29,271.1005043,162.1868941,24.5,19.16666667,31.4,13.8,45.2,31.4,682.4549638,623.4333617,114.6666667,672,602.9882359,0.772321429,0.860713207,18,0.7,18.37968971,8.18,32.9,0.1,1.561999983,16.58350122,15.8,5.7,16,69.7,1.379,7,23,70,6,52,150,105.2497333,18.02670353
18,35.12,138.42,24,Very Low,Shizuoka,Asia,Japan,"Kogami, H., Haba, Y.T., Kibe, T., Terashima, I., Masuzawa, T. 2001. CO2 transfer conductance, leaf structure and carbon isotope composition of Polygonum cuspidatum leaves from low and high altitudes. Plant, Cell, and Environment 24: 529-538.",Polygonum cuspidatum,Angio,Caryophyllales,Polygoceae,Polygonum,cuspidatum,H,D,237,336.54,14.2,2.34,0.98,2233,63.8,300.2,0.43460275,0.279435785,70.875,16.1,6.2,27,87,29,496.9841671,344.9008338,30.41666667,30.41666667,47.3833333,32,61.8,29.8,1004.233768,1004.233768,147.567,1020,962.1810819,2.189215686,2.320768972,7.5,1.3,1.096,4.81,39.9,0.1,2.594250036,11.23875034,20.775,5.3,14,19.8,1.381,21,36,43,17,38,71,8.094,126.3632743
19,35.35,138.9,630,High,Japan,Asia,Japan,"Kogami, H., Haba, Y.T., Kibe, T., Terashima, I., Masuzawa, T. 2001. CO2 transfer conductance, leaf structure and carbon isotope composition of Polygonum cuspidatum leaves from low and high altitudes. Plant, Cell, and Environment 24: 529-538.",Polygonum cuspidatum,Angio,Caryophyllales,Polygoceae,Polygonum,cuspidatum,H,D,113.9,117.317,10.3,2.12,1.73,1903,39.8,255.6,0.53120906,0.330053024,73.6333333,12.1,-1,22,102,31,316.160549,199.5757272,26.83333333,20.66666667,43.725,28.3,60.8,32.5,878.9456392,721.0872817,131.9166667,829,828.3251031,2.295536791,2.297407133,22,0.7,0.3,12.49,43.8,0.1,2.399000025,11.70899862,23.55,5.5,30,72,0.992,13,48,39,6,71,100,8.094,7.573373105
20,51.25,17.07,155,Very Low,Poland,Europe,Poland,"Oleksyn, J., Karolewski, P., Giertych, M.J., Zytkowiak, R., Reich, P.B., and Tjoelker, M.G. 1998. Primary and secondary host plants differ in leaf-level photosynthetic response to herbivory: evidence from Altus and Betula grazed by the alder beetle, Agelastica alni. New Phytologist 140(2): 239-249.",Alnus glutinosa,Angio,Fagales,Betulaceae,Alnus,glutinosa,T,D,150.6666667,130.48,8.4,2.863333333,1.88780067,558,25.4,85.5,0.43060006,0.265160559,80.5,8.1,-2.5,17.8,89,31,262.2920125,153.9308126,24.41666667,19.08333333,31.325,15.7,43.9,28.2,683.2211045,618.964696,112.6666667,644,601.9853591,0.866459627,0.926932827,18,1.25,20.20227056,8.125,70.8,0.1,0.791499994,10.18499964,15.6,5.8,10,47.3,1.308,15,29,56,8,19,185,87.12773333,11.01274956
21,39,1.4,118,Very Low,Balears,Europe,Spain,"Flexas, J., Gulias, J., Josson, S., Medrano, H., Mus, M. 2001. Seasol pattern and control of gas exchange in local populations of the Mediterranean evergreen shrub Pistacia lentiscus L. Acta Oecologica 22: 33-43.",Pistacia lentiscus,Angio,Sapindales,Acardiaceae,Pistacia,lentiscus,S,E,44.35,53.22,12,1.22,2.771760195,477,7,70.5,0.47216317,0.24871815,71.1583333,16.8,11.1,25.1,78,34,525.938854,373.8555207,30.41666667,30.41666667,61.0666667,53.2,74.4,21.2,1135.016043,1135.016043,152.43,1134,1106.07897,0.420634921,0.431253112,13,3.1,108.958,38.195,91.35,0.459999993,1.295000007,9.77150007,14.3,7.3,19,50.25,1.456,30,33,37,19,10,75,75.43726667,169.8760315
22,46.83,-116.72,921,Very High,United States,North America,United States,"Cernusak, L., Marshall, J.D. 2001. Responses of foliar d13C, gas exchange and leaf morphology to reduced hydraulic conductivity in Pinus monticola branches. Tree Physiology 21: 1215-1222.",Pinus monticola,Gymno,Piles,Piceae,Pinus,monticola,T,E,50,40.625,8.125,1.455,2.91,717,23.2,85.1,0.37079205,0.221843674,63.7583333,7,-2.5,18.5,130,38,248.5976303,142.4093558,24.83333333,18.08333333,54.5333333,25.8,85.4,59.6,983.2776633,854.950905,126.25,1045,878.9241703,0.686124402,0.815770033,13,1.2,-0.6,8.82,84,0.1,1.132000001,9.986999134,14.7,5.8,18,62.8,1.378,14,37,48,15,34,155,15.54666667,9.207277791
23,-1.8,115.1,27,Very Low,Sumatra,Asia,Indonesia,"VINCENT, G. 2001. Leaf photosynthetic capacity and nitrogen content adjustment to canopy openness in tropical forest tree seedlings. Jourl of Tropical Ecology 17:495 ?509.With",Cinmomum porrectum,Angio,Laurales,Dipterocarpaceae,Cinmomum,domesticum,T,E,195.75,166.012,8.56,2.6175,1.370086662,2706,95,313.7,0.37183476,0.241632368,83.7083333,26.5,25.6,26.5,77,88,791.3636726,639.2803393,30.41666667,30.41666667,51.5166667,35.5,65.6,30.1,1258.806868,1258.806868,162.0833333,1402,1452.580161,1.930099857,1.862891995,26.05,1.1,14.95380783,5.67,23.6,0.1,2.716999984,18.64899734,14.4,4.4,13,45.5,1.3,20,22,57,9,29,150,7.014285714,184.3997964
24,49.92,-125.42,795,High,Vancouver Island,North America,Canada,"Mitchell, A.K. 2001. Growth limitations for conifer regeneration under altertive silvicultural systems in a coastal montane forest in British Columbia, Canada. Forest Ecology and Magement 145: 129-136.",Abies amabilis,Gymno,Piles,Piceae,Abies,amabilis,T,E,79.8125,66.165125,8.17625,1.145,1.459250515,1000,56.4,307,0.57274545,0.372852326,81.225,7.1,0.5,16.8,84,37,244.6012539,127.024242,30.41666667,18.58333333,37.375,19.1,54,34.9,815.6829748,685.7844161,114.6666667,668,678.2903082,1.497005988,1.474294956,29.65,1,31.42025064,2.98,22.3,0.1,1.458500014,15.99199655,17.3,4.8,19,77.6,1.114,11,34,55,25,99,58,22.7,73.82927224
25,-32.78,117.56,30,Very Low,Australia,Australia,Australia,"Warren, C.R., Adams, M.A. 2001. Distribution of N, Rubisco and photosynthesis in Pinus pister and acclimation to light. Plant, Cell and Environment 24: 597-609.",Pinus pister,Gymno,Piles,Piceae,Pinus,pister,T,E,25.98333333,31.13333333,11.71666667,0.9825,3.812702838,414,10.4,72.2,0.61700153,0.387799203,57.3083333,16.1,10.2,23.4,131,49,498.6359153,346.5525819,30.41666667,30.41666667,59.3583333,46.7,73.6,26.9,1177.35007,1177.35007,173.6666667,1474,1134.788719,0.280868385,0.364825622,8.8,4.3,6.576,11.38,73.6,0.169999999,0.608499998,10.21200039,14.4,7.2,20,38.4,1.264,33,19,48,12,7,80,3.969333333,120.6128446
26,-12.62,131.17,10,Very Low,"NT, Australia",Australia,Australia,"Eamus, D., Myers, B., Duff, G., Williams, R. 1999. A cost-benefit alysis of leavesw of eight Australian savan tree species of differing leaf life-span. Photosynthetica 36(4): 575-586",Cochlospermum fraseri,Angio,Malvales,Cochlospermaceae,Cochlospermum,fraseri,T,D,162.4,198.5,12.15,1.435,0.882942945,1600,1.5,341.5,1.0751035,0.692834078,60.85,27.2,24,29.5,110,59,832.4634941,680.3801608,30.41666667,30.41666667,70.1,44.8,86.2,41.4,1439.273054,1439.273054,185.6666667,1975,1672.258036,0.810126582,0.956790128,20.45,1.6,39.486,6.83,61.9,0.1,0.946000005,11.15550064,12.25,5.9,9,23.1,1.432,30,18,53,4,9,107,5.954,51.88611952
27,41.4,-74.02,280,Low,NY,North America,United States,"Turnbull MH, Whitehead D, Tissue DT, Schuster WSF, Brown KJ, Engel VC, Griffin KL. 2002. Photosynthetic characteristics in canopies of Quercus rubra, Quercus prinus and Acer rubrum differ in response to soil water availability. OECOLOGIA 130 (4): 515-524.",Acer rubrum,Angio,Fagales,Fagaceae,Quercus,prinus,T,D,141.6111111,145.6863889,10.74,1.962777778,1.501618902,1190,77.8,107,0.09099779,0.030939298,66.5,8.5,-3.9,22.5,105,29,315.7561338,207.1084215,23.75,19.75,54.6916667,44,60.5,16.5,920.064785,826.5941248,133.5,1059,891.8847393,1.123701605,1.334252962,20.5,1,20.72941965,4.1,37,0.1,1.245000002,11.50499917,18,5.1,15,30,1.419,20,33,47,19,51,178,62.69666667,57.72587519
28,41.3,1.82,210,Low,Spain,Europe,Spain,"Llorens, J., Penuelas, J., Fillela, I. 2003. Diuril and seasol variations in the photosynthetic performance and water relations of two co-occurring Mediterranean shruns, Erica multiflora and globularium alpynum. Physiologia Plantarum 118: 84-95.",Erica cinerea,Angio,Ericales,Ericaceae,Erica,alypum,S,E,39.5,31.9005,7.85,0.74,1.876168485,590,24.5,86.7,0.31951096,0.106459191,70.15,15.6,8.6,22.8,71,32,459.7510017,307.6676683,30.41666667,30.41666667,55.1166667,49.1,67.8,18.7,1044.463697,1044.463697,154.5833333,1052,977.8345604,0.560836502,0.603374048,19,1.65,31.0095,11.57,76.725,0.1,0.828000003,9.603499792,14.55,6.9,19,39.7,1.407,30,33,37,16,18,180,25.72613333,22.00772318
29,-1.3,112.38,180,Very Low,Indonesia,Asia,Indonesia,"Clearwater MJ, Susilawaty R, Effendi R, van Gardingen PR. 1999. Rapid photosynthetic acclimation of Shorea johorensis seedlings after logging disturbance in Central Kalimantan OECOLOGIA 121 (4): 478-488.",Shorea robusta,Angio,Malvales,Dipterocarpaceae,Shorea,robusta,T,E,181,119.75,7.475,1.79,1.010320498,3500,151.1,313,0.22656613,0.127776142,83.925,25.9,25.5,26.5,84,88,794.8422062,642.7588728,30.41666667,30.41666667,50.3666667,37,62.6,25.6,1249.806718,1249.806718,156,1390,1452.643322,2.517985612,2.409400796,29.1,2.3,12.41989263,1.64,36.9,0.1,1.218500002,13.83399785,9.55,3.9,6,15.3,1.079,32,17,51,11,32,160,5.833333333,338.938417
30,35.97,-79.09,200,Low,NC,North America,United States,"DeLucia EH, Thomas RB 2000. Photosynthetic responses to CO2 enrichment of four hardwood species in a forest understory. OECOLOGIA 122 (1): 11-19",Acer rubrum,Angio,Fabales,Fabaceae,Acer,cadensis,T,D,278.9375,104.7056,3.7675,1.92375,0.698666491,1204,81,112.8,0.12315742,0.0500419,69.7583333,14.6,3,25,132,38,441.3981296,294.7337957,30.41666667,25.16666667,59.1,53.3,64,10.7,1141.657457,1030.616576,148.1666667,1200,1073.71852,1.003333333,1.12133666,29.95,1.1,0.2,4.46,49.6,0.1,0.779499994,10.38599872,12.35,5,9,20.1,1.489,25,32,43,6,24,183,12.30666667,22.18613154
32,41.08,-5.88,950,Very High,Spain,Europe,Spain,"Mediavilla, S., Escudero, A. 2003. Relative growth rate of leaf biomass and nitrogen content in several mediterranean woody species. Plant Ecology 168: 321-332.",Acer monspessulanum,Angio,Fagales,Fagaceae,Quercus,nigra,T,D,80.78947368,109.6842105,12.77017456,2.082105263,2.845603072,427,9.7,61.7,0.39202107,0.225954515,66.6833333,12.1,4.1,21.3,116,39,364.3070438,214.7045574,30.41666667,25.91666667,56.9583333,35.4,80.4,45,1116.143236,1053.433438,162.6666667,1095,1028.296488,0.389954338,0.415249843,19.8,2.6,39.086,20.7,100,0.639999987,1.454,11.60900028,15.6,7.2,15,64.8,1.372,19,30,51,17,15,155,36.52826667,10.35856118
34,41.75,-74.02,270,Low,NY,North America,United States,"Nagel, J.M., Griffin, K.L., Schuster, W.S.F., Tissue, D.T., Turnbull, M.H., Brown, K.J. & Whitehead, D. (2002) Energy investment in leaves of red maple and co-occurring oaks within a forested watershed. Tree Physiology 22, 859-867.",Acer rubrum,Angio,Fagales,Fagaceae,Quercus,prinus,T,D,116.8833333,133.65,11.6,2.756666667,2.519763285,1119,66.9,104.7,0.12730586,0.065314954,67.3916667,9.1,-4.8,21.8,117,31,298.0984766,192.4320553,23.08333333,19.16666667,54.075,41.8,61,19.2,901.6455575,809.3356765,129.5833333,1013,870.9132137,1.104639684,1.284858155,14,1.1,21.09661064,8.5,87.5,0.1,0.813,9.865500266,13.5,5.9,20,36.1,1.467,26,38,36,13,37,178,63,78.02689442
35,44.42,-121.67,1032,Very High,OR_1,North America,United States,"Bond, B.J., Farnsworth, B.T., Coulombe, R.A., Winner, W.E. 1999. Foliage physiology and biochemistry in response to light gradients in conifers with varying shade tolerance. Oecologia 120: 183-192,",Pinus ponderosa,Gymno,Piles,Piceae,Pinus,ponderosa,T,E,36.36,56,15.3,1.48,4.07040704,296.3,17.5,204.4,0.6514876,0.428136652,66.9416667,7.2,-0.9,14.9,147,44,196.5540925,94.66455142,26.08333333,15.91666667,54.1916667,26.2,77.4,51.2,1016.458565,785.3254938,126.9166667,946,850.3178034,0.313213531,0.348457952,20.45,1,45.55928682,4.25,21.6,0.1,2.050499984,13.88300195,19.45,6.4,21,67.2,1.257,18,36,46,16,41,124,36.5,16.81518887
36,44.63,-123.28,317,Low,OR_2,North America,United States,"Bond, B.J., Farnsworth, B.T., Coulombe, R.A., Winner, W.E. 1999. Foliage physiology and biochemistry in response to light gradients in conifers with varying shade tolerance. Oecologia 120: 183-192,",Pseudotsuga menziesii,Gymno,Piles,Piceae,Pseudotsuga,menziesii,T,E,56.18,49,9,1.25,2.2249911,3249.8,13.1,203.4,0.70970525,0.464975898,76.8333333,10.7,4.3,18.6,119,44,335.4608723,185.2933376,30.41666667,26.58333333,51.2666667,24.7,72.9,48.2,1010.356793,972.3770233,124.1666667,894,873.7081257,3.635123043,3.719548788,10,1,0.154,4.78,38.4,0.1,1.877999977,12.14900143,13.7,5,19,33.2,1.257,25,40,35,15,47,170,56.335,13.04091331
37,44.67,-122.6,730,High,OR_3,North America,United States,"Bond, B.J., Farnsworth, B.T., Coulombe, R.A., Winner, W.E. 1999. Foliage physiology and biochemistry in response to light gradients in conifers with varying shade tolerance. Oecologia 120: 183-192,",Tsuga heterophylla,Gymno,Piles,Piceae,Tsuga,heterophylla,T,E,79.92,37,5.3,1.57,1.96446447,1863.7,20.6,277.2,0.6333346,0.416750066,72.6666667,8.3,2.8,17.3,107,43,292.3935944,150.8927749,30.41666667,22.75,52.125,24.4,74.7,50.3,1030.845447,939.480135,124.4166667,925,880.2587972,2.014810811,2.117218261,10,1,0.154,4.78,38.4,0.1,1.877999977,12.14900143,13.7,4.6,16,33.2,1.112,22,42,36,21,65,150,7.41,25.80130627
38,9.35,-82.25,94,Very Low,Panama,Central America,Panama,"Lovelock CE, Feller IC, Mckee KL, Engelbrecht BMJ, Ball MC. 2004. The effect of nutrient enrichment on growth, photosynthesis and hydraulic conductance of dwarf mangroves in Pama FUNCTIOL ECOLOGY 18 (1): 25-33",Rhizophora mangle,Angio,Malpighiales,Rhizophoraceae,Rhizophora,mangle,T,E,46.5,46.965,10.1,1.21,2.60215054,2555.9,135,323.4,0.27343913,0.068988469,78.9,26.3,25.5,26.7,67,73,794.4173891,642.3340558,30.41666667,30.41666667,56.5083333,46.4,69.4,23,1307.287732,1307.287732,187.5,1402,1508.334155,1.823038516,1.694518414,7.65,1,0.94275,5.4,27,16.04449997,1.589499994,12.01099939,18.925,5.2,15,21,1.339,28,30,41,4,28,150,227.82,191.5721204
39,51.09,10.52,290,Low,adult-lower_canopy,Europe,Germany,Holscher D. 2004. Leaf traits and photosynthetic papameters of saplings and adult trees of co-existing species in a temperate broad-leaved forest. Basic Appl. Ecol. 5: 163-172.,Acer pseudoplatanus,Angio,Fagales,Betulaceae,Acer,betulus,T,D,329.25,221.57,6.925,3.325,1.026122855,669,38.9,77.3,0.23077997,0.126383347,79.575,7.8,-0.7,17,85,33,252.7756174,142.1020536,26.83333333,18.91666667,32.3583333,14.5,44.9,30.4,718.6746651,629.0381878,103.25,632,611.2431135,1.058544304,1.094490844,7,1.2,26.02875,25.7,90.8,0.1,1.726499977,10.32974912,14.925,6.1,22,50.6,1.354,25,38,36,18,47,140,36.6704,7.273966456
40,51.09,10.52,290,Low,adult-upper_canopy,Europe,Germany,Holscher D. 2004. Leaf traits and photosynthetic papameters of saplings and adult trees of co-existing species in a temperate broad-leaved forest. Basic Appl. Ecol. 5: 163-172.,Acer pseudoplatanus,Angio,Fagales,Betulaceae,Acer,betulus,T,D,125.25,156.3525,12.7,2.9825,2.389179938,669,38.9,77.3,0.23077997,0.126383347,79.575,7.8,-0.7,17,85,33,252.7756174,142.1020536,26.83333333,18.91666667,32.3583333,14.5,44.9,30.4,718.6737388,629.0371377,103.25,632,611.2431236,1.058544304,1.094490832,7,1.2,26.02875,25.7,90.8,0.1,1.726499977,10.32974912,14.925,6.1,22,50.6,1.354,25,38,36,18,47,140,36.6704,7.273966456
41,51.09,10.52,290,Low,Germany,Europe,Germany,Holscher D. 2004. Leaf traits and photosynthetic papameters of saplings and adult trees of co-existing species in a temperate broad-leaved forest. Basic Appl. Ecol. 5: 163-172.,Acer platanoides,Angio,Fagales,Betulaceae,Acer,betulus,T,D,173.5,99.9975,5.7,2.8725,1.683244545,669,38.9,77.3,0.23077997,0.126383347,79.575,7.8,-0.7,17,85,33,252.7756174,142.1020536,26.83333333,18.91666667,32.3583333,14.5,44.9,30.4,718.6728018,629.0359673,103.25,632,611.2431295,1.058544304,1.094490827,7,1.2,26.02875,25.7,90.8,0.1,1.726499977,10.32974912,14.925,6.1,22,50.6,1.354,25,38,36,18,47,140,36.6704,7.273966456
42,51.09,10.52,290,Low,saplings,Europe,Germany,Holscher D. 2004. Leaf traits and photosynthetic papameters of saplings and adult trees of co-existing species in a temperate broad-leaved forest. Basic Appl. Ecol. 5: 163-172.,Acer pseudoplatanus,Angio,Fagales,Betulaceae,Acer,betulus,T,D,384.5,218.1675,5.7,2.815,0.734744497,669,38.9,77.3,0.23077997,0.126383347,79.575,7.8,-0.7,17,85,33,252.7756174,142.1020536,26.83333333,18.91666667,32.3583333,14.5,44.9,30.4,718.6718604,629.0346843,103.25,632,611.243131,1.058544304,1.094490826,7,1.2,26.02875,25.7,90.8,0.1,1.726499977,10.32974912,14.925,6.1,22,50.6,1.354,25,38,36,18,47,140,36.6704,7.273966456
43,-1.42,120.33,1100,Very High,Indonesia,Asia,Indonesia,"Holscher D., Leuschner, C., Bohman, K., Juhrbandt, J., Tjitrosemito, S. 2004. Photosynthetic characteristics in relation to leaf traits in eight co-existing pioneer tree species in Central Sulawesi, Indonesia. Jourl of Tropical Ecology 20: 157-164",Acalypha caturus,Angio,Malpighiales,Euphorbiaceae,Macaranga,_cf_glabra,T,E,156.125,275.75,17.525,2.905,1.896577935,2500,122.5,258.8,0.24966838,0.167289341,81.925,21,19.9,20.9,80,80,621.9948088,469.9114754,30.41666667,30.41666667,45.8083333,35.8,52.2,16.4,1223.205573,1223.205573,163.9166667,1271,1345.882319,1.966955153,1.857517529,14.5,1.4,19.543,3.78,35.3,0.1,1.728500013,12.59400003,11.3,5,10,19.9,1.324,35,26,39,10,22,160,12,5
